"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEDIAN_SAL.1","POP","CITY","latitude","longitude"
"Church","American",2,321,3.5,"(617) 236-7600","69 Kilmarnock St  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3424681,-71.0994874
"Savvor Restaurant and Lounge","Lounges",2,40,3.5,"(857) 250-2165","180 Lincoln St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3505467,-71.0583752
"Boston Beer Works","Pubs",2,340,3.5,"(617) 896-2337","112 Canal St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.364407,-71.0604379
"EmmetÎês Irish Pub & Restaurant","Pubs",2,166,3.5,"(617) 742-8565","6 Beacon St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3579991,-71.0616161
"MASTÎê","Pizza",3,73,3.5,"(617) 936-3800","45 Province St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3572816,-71.0599532
"Pita","Mediterranean",1,70,3.5,"(857) 263-8390","197A Massachusetts Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3452969,-71.0871239
"Jacob Wirth","German",2,705,3.5,"(617) 356-8390","31 Stuart St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3512556,-71.0638637
"Viga Italian Eatery and Caterer","Italian",1,77,4,"(617) 482-1113","291 Devonshire St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3540289,-71.0578049
"Artu","Italian",2,134,4,"(617) 227-9023","89 Charles St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3586573,-71.0704304
"Boloco Atlantic Wharf","Mexican",1,32,3.5,"(857) 284-7488","284 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3531517,-71.0526732
"Mooo....","Steakhouses",4,477,4,"(617) 670-2515","15 Beacon St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3584016,-71.0619665
"Patisserie on Newbury","Desserts",1,53,4,"(617) 670-6040","257 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3496556,-71.0831319
"Cafe de Boston","Buffets",1,108,4,"(617) 482-1006","75 Federal St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3550019,-71.0567528
"South Boston Lithuanian Club","Polish",1,13,3.5,"(617) 268-9058","368 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3379308,-71.0489375
"Chicken & Rice Guys - Catering & Food Trucks","Chicken Wings",1,238,4.5,"(617) 903-8538","  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.353068,-71.0765188
"Thorntons Fenway Grill","American",2,150,4,"(617) 421-0104","100 Peterborough St  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3429965,-71.0993529
"Mehak","Indian",2,98,3.5,"(617) 567-1900","329 Sumner St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.367151,-71.0361059
"Oliveiras Restaurant East Boston","Brazilian",2,64,3.5,"(617) 561-7277","297 Chelsea St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3769982,-71.0302319
"D_—ÈGuru Restaurant","Indian",1,84,4,"(617) 319-4392","187 Devonshire St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3558374,-71.0575756
"Legal Sea Foods - Logan Airport Terminal C","Seafood",2,206,3.5,"(617) 568-2800","1 Harborside Dr  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3630514,-71.0258031
"Thornton_—Ès","Breakfast & Brunch",1,225,3.5,"(617) 267-6336","150 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.344663,-71.0821543
"Chau Chow City","Dim Sum",2,308,4.5,"(617) 338-8158","83 Essex St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3523984,-71.0602081
"New Saigon Sandwich","Delis",1,270,3.5,"(617) 542-6296","696 Washington St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3512233,-71.062696
"Ashur Restaurant","Halal",2,18,3.5,"(617) 427-0599","291 Roxbury St  Boston, MA 02119",2119,36316,36316,23537,"Boston",42.3304142,-71.0942869
"Royal Roast Beef & Seafood","Seafood",1,65,4,"(617) 567-7779","752 Bennington St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3855817,-71.0108158
"Crush Pizza","Pizza",2,69,4,"(857) 350-4222","107 State St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.358934,-71.0549472
"Cobblestone","American",1,46,4,"(857) 263-8057","227 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3629612,-71.0549931
"Render Coffee","Cafes",1,255,4,"(617) 262-4142","563 Columbus Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3411422,-71.0815368
"The Black Rose","Pubs",2,362,3,"(617) 742-2286","160 State St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.359437,-71.0537795
"Aria Trattoria","Italian",3,43,3.5,"(617) 742-1276","253 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3632026,-71.0547539
"Taqueria Cancun","Mexican",2,50,4,"(617) 567-4449","192 Sumner St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.369228,-71.04021
"Sakanaya","Seafood",2,73,3.5,"(617) 254-0009","75 Linden St  Boston, MA 02134",2134,33863,33863,19641,"Boston",42.3524533,-71.1309038
"Sultan_—Ès Kitchen","Middle Eastern",1,125,4,"(617) 570-9009","116 State St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3592763,-71.0547639
"Last Hurrah","Bars",2,115,4,"(617) 305-1888","60 School St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3575872,-71.0602046
"Earl of Sandwich","Sandwiches",1,53,3.5,"(617) 426-1395","1B Charles Street  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3564175,-71.0694344
"Shabumaru","Japanese",2,26,3.5,"(617) 437-8888","10 Huntington Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3484581,-71.0774606
"Symphony Sushi","Japanese",2,245,3.5,"(617) 262-3888","45 Gainsborough St  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3418024,-71.0868342
"Scullers Jazz Club","Jazz & Blues",3,53,3.5,"(617) 562-4111","400 Soldiers Rd  Boston, MA 02134",2134,33863,33863,19641,"Boston",42.3602825,-71.1182186
"Appleton Cafe","Bakeries",1,134,3.5,"(617) 859-8222","123 Appleton St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3452717,-71.0746675
"Trattoria Di Monica","Italian",3,293,3.5,"(617) 720-5472","67 Prince St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3651597,-71.0550584
"Legal Test Kitchen","American",2,486,3.5,"(617) 330-7430","225 Northern Ave  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3484606,-71.0387957
"Tapeo","Tapas Bars",2,624,3.5,"(617) 267-4799","266 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3491842,-71.0832045
"Rock Bottom Restaurant","American",2,374,3.5,"(617) 742-2739","115 Stuart St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3514083,-71.0653801
"Slate Bar & Grill","American",2,76,3.5,"(857) 263-7372","109 High St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3547561,-71.0543288
"Cafe Hemshin","Cafes",1,61,3.5,"(617) 227-0505","8 City Hall Ave  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3577373,-71.0593512
"Thai Basil","Thai",2,295,4,"(617) 578-0089","132 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3509029,-71.0767267
"Ristorante Euno","Italian",3,128,3.5,"(617) 573-9406","119 Salem St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3645558,-71.0554149
"Umai","Japanese",2,120,4,"(617) 262-2228","224 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3497304,-71.0811595
"Waterfront Cafe","American",2,79,3.5,"(617) 523-4055","450 Commercial St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.366162,-71.0513008
"BarLola Tapas Lounge","Tapas Bars",2,291,4,"(617) 266-1122","160 Commonwealth Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3512626,-71.0786232
"Cantina Italiana","Italian",2,248,4.5,"(617) 723-4577","346 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3649897,-71.0534832
"Back Deck","Burgers",2,270,3.5,"(617) 670-0320","2 West St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3544381,-71.0620086
"Cactus Mexican Grill","Mexican",1,53,3,"(617) 561-2800","44 Maverick Sq  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3694717,-71.03911
"The Brahmin","American",2,246,4,"(617) 723-3131","33 Stanhope St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3484835,-71.0731338
"Solas","Pubs",2,240,3.5,"(617) 933-4803","710 Boylston St  Boston, MA 02199",2199,68080,68080,1004,"Boston",42.3492843,-71.0797623
"Cafeteria Boston","American",2,579,3.5,"(617) 536-2233","279A Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3494005,-71.0840573
"SterlingÎês","American",2,61,3,"(617) 531-8200","60 State St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3593999,-71.0564346
"Aragosta Bar and Bistro","Italian",3,117,3.5,"(617) 994-9000","3 Battery Wharf  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3673546,-71.0503529
"GeneÎês Chinese Flatbread Cafe","Chinese",1,93,3.5,"(617) 482-1888","86 Bedford St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.353457,-71.059602
"BishopÎês Mediterranean","Mediterranean",1,31,4,"(617) 742-3300","70 Staniford St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3631455,-71.0643402
"Salvatores Theater District","Italian",2,92,4,"(617) 542-5555","545 Washington St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3539038,-71.0628
"Sweet CarolineÎês Modern Kitchen & Bar","Bars",2,132,3,"(617) 424-1260","1260 Boylston St  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3447579,-71.0959193
"Raising CaneÎês","Fast Food",1,139,3.5,"(617) 358-5932","949 Commonwealth Ave  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3519161,-71.1187125
"Blackstone Grill","American",2,77,4,"(857) 265-3480","15 Union St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.36085,-71.056624
"RoyÎês Cold Cuts","Delis",1,33,3.5,"(617) 567-9760","198 Marion St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3755307,-71.0347178
"Bristol Restaurant and Bar","American",3,203,5,"(617) 351-2037","200 Boylston Street  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3520523,-71.0683194
"Sorellina","Italian",4,449,3.5,"(617) 412-4600","1 Huntington Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3486664,-71.0782238
"Boston Indian Kitchen","Indian",1,65,4.5,"(617) 859-7400","51A Massachusetts Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3496934,-71.0892325
"New Saigon","Vietnamese",1,45,4,"(617) 561-6500","985 Bennington St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3862632,-71.0073254
"AntonioÎês Cucina Italiana","Italian",2,168,4.5,"(617) 367-3310","286 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3609998,-71.0681511
"Tico","Latin American",3,385,3.5,"(617) 351-0400","222 Berkeley St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.350667,-71.0731944
"Ecco Pizzeria","Pizza",2,107,3.5,"(617) 903-4324","1147 Commonwealth Ave  Boston, MA 02134",2134,33863,33863,19641,"Boston",42.3509433,-71.1273521
"Fins Sushi and Grill","Japanese",2,98,4,"(617) 227-2277","240 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3609958,-71.0668239
"The Florentine Cafe","Italian",2,266,3.5,"(617) 227-1777","333 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3642825,-71.0536989
"Sidebar Food & Spirits","American",1,171,3.5,"(617) 357-1899","14 Bromfield St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3565991,-71.0600043
"Derne Street Deli","Delis",1,33,3.5,"(617) 742-1449","16 Derne St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3595368,-71.0634381
"Trattoria Il Panino","Italian",2,246,4,"(617) 720-1336","11 Parmenter St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3639565,-71.0547825
"Panificio","Bakeries",2,188,3.5,"(617) 227-4340","144 Charles St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3598814,-71.0709344
"75 on Liberty Wharf","American",2,114,3.5,"(617) 227-0754","220 Northern Ave  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3492772,-71.0397962
"Roy_—Ès Cold Cuts","Delis",1,33,3,"(617) 567-9760","198 Marion St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3755307,-71.0347178
"Nebo Cucina & Enoteca","Italian",3,167,5,"(617) 723-6326","520 Atlantic Ave  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3539683,-71.0529913
"Teriyaki House","Japanese",1,198,3,"(617) 269-2000","32 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3427237,-71.056358
"Totto Ramen","Ramen",2,219,3.5,"(617) 202-5075","169 Brighton Ave  Boston, MA 02134",2134,33863,33863,19641,"Boston",42.3532861,-71.1329936
"Assaggio","Italian",2,178,3,"(617) 227-7380","29 Prince St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3647828,-71.0542359
"Jade Garden","Chinese",2,123,3.5,"(617) 423-3288","18-20 Tyler St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3507412,-71.0605693
"Nick_—Ès House of Pizza & Seafood","Pizza",1,24,3.5,"(617) 269-1161","467 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3356905,-71.0463159
"Mistral","French",4,674,4,"(617) 867-9300","223 Columbus Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3482486,-71.0727151
"Quincy_—Ès Place","Burgers",2,15,4,"(617) 723-3635","254 Faneuil Hall Market Pl  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3552039,-71.1497028
"Ducali Pizzeria & Bar","Pizza",2,177,3.5,"(617) 742-4144","289 Causeway St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3669052,-71.0584077
"Cheers","Bars",2,469,3.5,"(617) 227-9605","84 Beacon St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3559392,-71.0712463
"Nicole_—Ès Pizza","Pizza",1,50,3,"(617) 266-0223","639 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3423679,-71.075197
"Beantown Pub","Pubs",2,397,3,"(617) 426-0111","100 Tremont St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3568483,-71.0616103
"Warehouse Bar & Grille","American",2,66,3,"(617) 936-4383","40 Broad St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.358413,-71.0538438
"Equator","Thai",2,127,3.5,"(617) 536-6386","1721 Washington St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3370936,-71.0768306
"Max Brenner","Desserts",2,782,3.5,"(617) 274-1741","745 Boylston St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3495194,-71.0805865
"Roost Bistro On Newbury","American",2,52,3.5,"(617) 587-4222","259 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3496446,-71.0832178
"BeneventoÎês","Italian",2,216,4,"(617) 523-4111","111 Salem St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3642823,-71.055398
"Boloco Northeastern","Fast Food",1,119,4,"(617) 536-6814","359 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3401489,-71.0902509
"Moby Dick","Middle Eastern",2,96,3.5,"(617) 236-5511","269 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3420972,-71.0861123
"Viga Eatery & Catering","Italian",1,58,3.5,"(617) 482-1112","133 Pearl St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3547502,-71.0538449
"PoeÎês Kitchen At the Rattlesnake","American",2,366,4,"(617) 859-8555","384 Boylston St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3513496,-71.0719348
"Blue State Coffee","Vegan",1,121,3,"(617) 254-0929","957 Commonwealth Ave  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3519084,-71.1191032
"DavioÎês To Go","Italian",1,27,5,"(617) 357-4810","10 St. James St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3503774,-71.0709538
"Sidewalk Cafe","Coffee & Tea",1,61,3.5,"(617) 464-1977","764 E 4th St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3349687,-71.0334983
"Loco Taqueria and Oyster Bar","Cocktail Bars",2,98,4,"(617) 917-5626","412 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3370712,-71.0476839
"The Hill Tavern","Pubs",2,166,4,"(617) 742-6192","228 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3609803,-71.0666693
"Dim Sum Chef","Dim Sum",1,71,3,"(617) 254-2073","1095 Commonwealth Ave  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3526374,-71.1254887
"NickÎês House of Pizza & Seafood","Pizza",1,24,4,"(617) 269-1161","467 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3356905,-71.0463159
"Mother AnnaÎês Restaurant","Italian",2,176,3.5,"(617) 523-8496","211 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3626826,-71.0552861
"Pret A Manger","Coffee & Tea",2,78,3.5,"(617) 204-9280","185 Franklin Street  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3556623,-71.0551085
"JeveliÎês","Italian",2,97,4,"(617) 567-9539","387 Chelsea St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3795899,-71.0272006
"Terramia Ristorante","Italian",3,157,4,"(617) 523-3112","98 Salem St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.364028,-71.055697
"T AnthonyÎês Pizzeria & Restaurant","Pizza",1,188,4,"(617) 734-7708","1016 Commonwealth Ave  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.35149,-71.1215003
"New Market Pizza & Grill","Pizza",1,19,3,"(617) 427-1444","850 Massachusetts Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.332079,-71.07102
"NicoleÎês Pizza","Pizza",1,50,4,"(617) 266-0223","639 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3423679,-71.075197
"Scholars American Bistro & Cocktail Lounge","American",2,228,3.5,"(617) 248-0025","25 School St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3575983,-71.0589479
"House of Siam","Thai",2,79,3,"(617) 267-7426","592 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3429361,-71.0730253
"Trattoria Newbury","Italian",2,73,3.5,"(617) 266-0707","264 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3492059,-71.083126
"Harborside Grill & Patio","Seafood",2,54,3.5,"(617) 568-1234","101 Harborside Dr  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3591952,-71.0271992
"Capitol Coffee House","Coffee & Tea",1,66,3.5,"(617) 227-4865","122 Bowdoin St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3588865,-71.0625935
"Ginger Exchange Symphony","Sushi Bars",2,86,3.5,"(617) 867-9999","250 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3422731,-71.0848704
"Petit Robert Bistro","French",2,273,3,"(617) 867-0600","480 Columbus Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3428437,-71.078613
"Causeway Restaurant & Bar","Barbeque",2,63,3.5,"(617) 227-9100","65 Causeway St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3644537,-71.0626214
"Bar 10","Lounges",2,92,3.5,"(617) 424-7446","10 Huntington Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3484581,-71.0774606
"East Boston Kitchen","Cafes",1,6,3.5,"(617) 418-7399","331 Sumner St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.367042,-71.036022
"Sip Cafe","Sandwiches",1,129,3.5,"(617) 338-3080","0 Post Office Sq  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3565705,-71.0564616
"Macro-Mediterranean Holistic Nutrition","Mediterranean",1,14,3.5,"(617) 535-5300","43 Bowdoin St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3597166,-71.0630547
"Anthem Kitchen and Bar","American",2,271,3.5,"(617) 720-5570","101 S Market St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3598921,-71.0554874
"Flames Restaurant II","Caribbean",2,96,3.5,"(617) 734-1911","746 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3335859,-71.10551
"EmilioÎês","Pizza",1,89,3,"(617) 423-4083","536 Tremont St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.344302,-71.0705658
"Bin 26 Enoteca","Italian",3,157,3.5,"(617) 723-5939","26 Charles St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3567874,-71.0700772
"Barlow_—Ès Restaurant","Bars",2,171,3.5,"(617) 338-2142","241 A St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3465492,-71.0511082
"DoubleTree Suites by Hilton Hotel Boston - Cambridge","Hotels",2,78,3,"(617) 783-0090","400 Soldiers Field Rd  Boston, MA 02134",2134,33863,33863,19641,"Boston",42.3602825,-71.1182186
"Caf’© Jaffa","Middle Eastern",2,295,3.5,"(617) 536-0230","48 Gloucester St  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3486637,-71.0841564
"Panera Cares","Cafes",1,39,3.5,"(617) 371-3991","3 Center Plz  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3594139,-71.0601613
"Andrew Square House of Pizza","Pizza",1,25,4,"(617) 268-1940","395 Dorchester St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.330057,-71.0565387
"Carlo_—Ès Market & Cold Cut Center","Delis",1,23,4,"(617) 567-0058","567 Bennington St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3825688,-71.0183692
"FiRE + iCE Î_Grill + Bar","American",2,430,4.5,"(617) 482-3473","205 Berkeley St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3506615,-71.0725089
